purchaseID,itemId,buyDate,sessionId
187,2,"2022-09-04 13:24:43",1600
188,1,"2022-09-07 03:05:32",1612
189,1,"2022-09-11 04:14:29",1636
190,1,"2022-09-20 04:24:20",1679
191,2,"2022-02-03 08:58:05",1697
192,1,"2022-08-26 17:18:51",1712
193,2,"2022-08-27 09:30:36",1715
194,1,"2022-12-09 21:51:00",1735
195,2,"2022-12-11 17:43:57",1743
196,1,"2022-12-12 21:50:54",1750
197,1,"2022-12-14 02:19:32",1756
198,1,"2022-12-15 05:20:50",1760
199,5,"2022-12-16 03:42:16",1765
200,2,"2022-09-26 20:48:15",1779
201,1,"2022-08-16 02:17:17",1789
202,2,"2022-08-18 17:10:43",1801
203,2,"2022-08-19 12:54:10",1805
204,1,"2022-08-20 04:16:23",1808
205,3,"2022-08-20 12:33:19",1809
206,1,"2022-08-21 17:50:30",1813
207,2,"2022-08-22 17:14:02",1818
208,1,"2022-08-23 04:38:03",1821
209,1,"2022-12-12 03:28:37",1856
210,1,"2022-12-12 20:30:46",1859
211,1,"2022-12-13 13:22:49",1862
212,1,"2022-08-26 21:37:24",1877
213,1,"2022-08-27 06:11:25",1879
214,2,"2022-05-05 16:21:28",1891
215,1,"2022-10-08 00:47:36",1921
216,1,"2022-10-10 21:13:27",1936
217,1,"2022-10-10 23:34:01",1937
218,3,"2022-10-12 00:05:07",1942
219,2,"2022-10-12 09:44:53",1944
220,2,"2022-10-16 05:32:26",1962
221,3,"2022-10-16 23:22:23",1967
222,1,"2022-07-10 15:10:03",1969
223,1,"2022-01-03 20:04:03",1992
224,1,"2022-08-09 09:06:56",1997
225,1,"2022-04-28 06:02:19",2001
226,2,"2022-04-24 09:41:44",2014
227,2,"2022-04-16 18:06:33",2054
228,2,"2022-07-05 20:38:33",2079
229,2,"2022-09-05 04:19:37",2090
230,1,"2022-09-06 17:39:06",2099
231,1,"2022-06-02 22:25:14",2128
232,3,"2022-06-03 21:52:14",2133
233,1,"2022-04-16 02:24:15",2139
234,1,"2022-07-14 20:15:01",2148
235,1,"2022-07-15 10:34:26",2151
236,1,"2022-07-17 14:18:32",2165
237,1,"2022-07-20 02:04:44",2176
238,1,"2022-08-04 01:17:00",2185
239,1,"2022-08-04 07:56:22",2186
240,5,"2022-01-09 09:34:30",2198
241,1,"2022-01-09 15:46:06",2199
242,3,"2022-07-19 21:46:37",2209
243,5,"2022-07-20 01:41:45",2210
244,1,"2022-07-20 10:09:57",2212
245,1,"2022-07-22 21:55:53",2227
246,2,"2022-05-22 14:03:57",2234
247,1,"2022-09-01 23:39:05",2240
248,1,"2022-09-03 16:39:37",2250
249,2,"2022-09-05 21:01:30",2259
250,2,"2022-09-08 00:04:56",2270
251,2,"2022-10-27 12:11:26",2283
252,1,"2022-05-03 12:27:03",2289
253,1,"2022-05-03 23:22:06",2291
254,2,"2022-09-04 17:41:46",2320
255,1,"2022-12-26 06:46:08",2349
256,1,"2022-11-09 06:07:15",2354
257,1,"2022-11-11 13:18:23",2364
258,1,"2022-11-17 01:40:22",2389
259,1,"2022-01-16 17:23:17",2400
260,3,"2022-01-18 09:18:22",2409
261,2,"2022-07-09 02:11:12",2412
262,1,"2022-07-09 15:55:42",2415
263,1,"2022-06-01 00:38:21",2421
264,2,"2022-08-24 01:11:10",2435
265,5,"2022-12-30 06:23:46",2454
266,2,"2022-11-05 22:11:15",2470
267,2,"2022-08-03 23:59:07",2480
268,1,"2022-08-04 14:12:57",2482
269,2,"2022-08-05 06:57:09",2487
270,3,"2022-08-07 07:34:08",2497
271,1,"2022-05-21 04:55:57",2505
272,1,"2022-06-21 04:43:45",2508
273,1,"2022-06-21 08:17:20",2509
274,1,"2022-06-22 20:30:00",2517
275,5,"2022-11-11 15:00:24",2532
276,3,"2022-11-12 08:16:57",2535
277,1,"2022-12-15 22:08:11",2549
278,2,"2022-12-18 22:44:12",2565
279,1,"2022-07-28 13:11:45",2569
280,2,"2022-07-28 23:40:09",2572
281,1,"2022-12-16 03:30:50",2583
282,2,"2022-12-16 16:05:40",2586
283,2,"2022-12-17 09:59:29",2589
284,1,"2022-02-17 17:10:23",2590
285,5,"2022-02-17 23:09:55",2592
286,1,"2022-11-13 19:16:50",2603
287,2,"2022-09-29 06:04:22",2632
288,1,"2022-09-29 19:27:55",2635
289,1,"2022-09-30 12:44:41",2638
290,3,"2022-10-02 00:09:21",2644
291,3,"2022-10-02 17:39:36",2649
292,1,"2022-08-11 03:23:03",2655
293,1,"2022-08-11 07:20:52",2657
294,2,"2022-06-17 07:27:14",2669
295,3,"2022-06-17 18:15:21",2671
296,2,"2022-06-30 07:24:58",2690
297,1,"2022-07-03 01:52:41",2704
298,5,"2022-07-04 09:09:56",2712
299,1,"2022-07-23 00:31:57",2735
300,3,"2022-07-23 22:40:24",2740
301,2,"2022-12-10 20:34:39",2776
302,3,"2022-12-11 10:53:11",2779
303,3,"2022-04-04 00:38:52",2788
304,2,"2022-07-17 04:08:16",2802
305,2,"2022-07-19 16:05:12",2815
306,1,"2022-07-19 22:42:21",2816
307,1,"2022-02-21 04:05:40",2826
308,1,"2022-01-28 20:30:35",2834
309,1,"2022-04-23 14:37:35",2848
310,1,"2022-10-06 17:30:13",2870
311,1,"2022-12-07 20:40:47",2914
312,2,"2022-12-08 17:30:13",2919
313,1,"2022-12-10 22:38:02",2932
314,1,"2022-12-13 06:32:20",2944
315,1,"2022-12-13 11:14:00",2946
316,1,"2022-12-14 12:24:55",2951
317,1,"2022-12-17 01:55:41",2961
318,3,"2022-12-17 08:03:33",2963
319,5,"2022-03-31 23:33:22",2983
320,1,"2022-08-04 15:41:13",2999
321,3,"2022-08-04 16:40:32",3000
322,1,"2022-08-05 14:31:09",3005
323,1,"2022-08-07 00:50:27",3010
324,2,"2022-08-07 15:11:46",3014
325,3,"2022-10-15 01:09:09",3019
326,3,"2022-10-15 12:33:20",3021
327,1,"2022-10-16 09:29:00",3025
328,2,"2022-11-01 05:01:52",3041
329,2,"2022-11-01 18:30:34",3045
330,1,"2022-11-02 00:57:05",3047
331,5,"2022-08-08 21:21:47",3054
332,2,"2022-08-10 13:22:33",3062
333,1,"2022-09-09 18:53:13",3076
334,5,"2022-09-10 03:26:21",3078
335,3,"2022-09-10 07:09:14",3080
336,1,"2022-07-06 07:17:35",3113
337,1,"2022-07-07 00:18:11",3116
338,1,"2022-07-10 22:07:41",3133
339,2,"2022-07-11 20:49:45",3137
340,1,"2022-07-15 21:38:55",3157
341,1,"2022-07-19 01:37:33",3172
342,3,"2022-07-19 13:09:43",3175
343,2,"2022-07-21 04:02:36",3184
344,2,"2022-07-22 01:17:27",3189
345,1,"2022-10-09 17:59:47",3208
346,1,"2022-10-11 09:08:28",3214
347,1,"2022-09-18 07:49:33",3224
348,1,"2022-09-20 08:15:16",3233
349,2,"2022-09-21 05:21:45",3238
350,3,"2022-09-23 02:20:14",3246
351,1,"2022-09-24 06:43:45",3253
352,1,"2022-09-25 16:12:09",3259
353,1,"2022-09-29 16:26:27",3275
354,1,"2022-09-30 11:07:30",3279
355,3,"2022-10-01 05:12:27",3283
356,5,"2022-07-24 20:04:39",3295
357,2,"2022-07-25 11:46:38",3298
358,1,"2022-07-26 14:34:44",3303
359,1,"2022-07-26 20:22:57",3306
360,3,"2022-10-05 19:08:21",3323
361,2,"2022-10-07 15:07:33",3332
362,1,"2022-10-08 08:14:35",3336
363,1,"2022-10-09 12:18:02",3342
364,3,"2022-08-06 16:38:24",3361
365,3,"2022-08-07 06:14:15",3364
366,1,"2022-08-10 07:59:00",3379
367,2,"2022-11-19 18:04:40",3388
368,3,"2022-11-21 16:31:43",3396
369,2,"2022-11-21 18:48:57",3397
370,2,"2022-11-22 17:15:28",3402
371,3,"2022-11-25 10:25:07",3413
372,1,"2022-11-26 14:59:17",3423
373,2,"2022-07-09 06:05:02",3437
374,1,"2022-07-10 03:31:53",3441
375,1,"2022-12-29 16:30:44",3455
376,1,"2022-06-24 17:27:23",3474
377,3,"2022-07-03 12:59:12",3490
378,3,"2022-04-28 11:41:00",3500
379,1,"2022-01-25 17:18:35",3530
380,1,"2022-11-13 07:55:00",3551
381,3,"2022-11-13 21:27:07",3554
382,1,"2022-11-18 13:11:47",3580
383,1,"2022-11-19 06:07:26",3583
384,2,"2022-03-02 14:26:28",3609
385,1,"2022-09-29 01:27:16",3629
386,1,"2022-02-10 17:55:10",3644
387,1,"2022-05-16 21:43:47",3656
388,2,"2022-10-03 07:23:26",3660
389,1,"2022-10-03 11:31:41",3661
390,3,"2022-10-05 07:33:10",3671
391,1,"2022-10-05 15:46:05",3672
392,1,"2022-10-06 10:38:36",3675
393,2,"2022-10-06 20:27:29",3678
394,1,"2022-08-17 13:02:53",3690
395,1,"2022-08-17 19:08:33",3691
396,1,"2022-08-19 12:46:26",3700
397,5,"2022-08-20 14:56:37",3706
398,1,"2022-04-24 05:16:44",3713
399,2,"2022-07-26 23:38:59",3742
400,1,"2022-07-27 10:28:02",3745
401,1,"2022-08-02 06:16:06",3774
402,1,"2022-08-04 05:10:51",3785
403,1,"2022-08-04 16:48:39",3788
404,1,"2022-08-04 21:35:48",3789
405,1,"2022-08-05 18:09:06",3793
406,4,"2022-08-06 08:54:39",3797
407,2,"2022-08-07 11:33:51",3804
408,1,"2022-11-18 16:15:01",3807
409,1,"2022-02-01 13:32:06",3831
410,1,"2022-11-19 03:18:39",3840
411,3,"2022-11-23 15:06:26",3861
412,3,"2022-11-25 23:47:18",3871
413,2,"2022-07-25 13:58:11",3879
414,1,"2022-07-27 11:09:13",3890
415,1,"2022-08-02 08:44:27",3920
416,1,"2022-11-08 11:31:29",3937
417,3,"2022-11-13 07:26:30",3961
418,2,"2022-11-14 00:15:54",3965
419,3,"2022-12-17 09:56:07",3968
420,1,"2022-12-19 04:16:12",3979
421,1,"2022-12-23 17:13:25",4000
422,2,"2022-12-24 11:00:48",4005
423,2,"2022-12-24 14:57:10",4007
424,3,"2022-12-25 11:54:28",4012
425,1,"2022-12-25 15:50:14",4013
426,1,"2022-12-26 09:20:46",4016
427,1,"2022-12-27 21:24:17",4026
428,1,"2022-12-31 21:45:34",4045
429,1,"2022-10-02 22:28:23",4048
430,1,"2022-10-03 16:30:27",4055
431,3,"2022-10-06 13:58:25",4068
432,1,"2022-10-06 18:34:38",4070
433,3,"2022-08-10 20:59:41",4079
434,1,"2022-08-11 18:06:21",4083
435,5,"2022-10-17 19:42:14",4105
436,1,"2022-11-29 10:49:58",4117
437,3,"2022-12-02 06:34:34",4130
438,1,"2022-12-03 15:21:52",4136
439,2,"2022-12-04 02:41:09",4139
440,5,"2022-12-06 11:38:46",4154
441,1,"2022-06-15 23:34:19",4170
442,3,"2022-06-08 02:39:07",4202
443,1,"2022-06-23 22:38:05",4206
444,1,"2022-06-25 19:39:24",4216
445,1,"2022-06-26 09:37:54",4219
446,1,"2022-06-26 14:04:12",4221
447,1,"2022-06-28 08:44:59",4230
448,3,"2022-11-01 23:50:09",4243
449,1,"2022-11-02 13:22:04",4245
450,4,"2022-11-03 00:36:43",4247
451,2,"2022-11-03 09:21:30",4249
452,1,"2022-11-06 08:38:24",4266
453,3,"2022-11-07 06:47:34",4271
454,2,"2022-11-08 03:39:16",4275
455,3,"2022-07-05 04:45:49",4281
456,3,"2022-09-19 21:52:28",4320
457,2,"2022-09-22 08:54:43",4334
458,1,"2022-09-23 13:04:01",4340
459,1,"2022-09-25 19:50:27",4351
460,2,"2022-09-26 04:39:56",4353
461,1,"2022-09-26 13:00:41",4355
462,2,"2022-11-12 01:00:42",4369
463,5,"2022-11-13 15:50:56",4380
464,5,"2022-11-13 17:18:19",4381
465,1,"2022-11-14 06:00:40",4385
466,1,"2022-11-14 13:00:13",4386
467,2,"2022-11-15 06:36:38",4390
468,4,"2022-11-17 05:29:53",4400
469,3,"2022-08-20 18:16:16",4406
470,5,"2022-08-21 17:08:47",4412
471,5,"2022-08-21 18:03:43",4413
472,3,"2022-03-05 19:43:20",4417
473,3,"2022-06-19 17:08:20",4467
474,1,"2022-06-19 19:06:55",4468
475,2,"2022-06-22 18:31:16",4485
476,1,"2022-06-23 17:21:48",4492
477,1,"2022-06-23 18:52:08",4493
478,2,"2022-06-21 20:39:41",4500
479,2,"2022-06-22 19:43:12",4505
480,5,"2022-06-23 07:20:38",4507
481,2,"2022-06-23 11:13:37",4508
482,1,"2022-06-28 04:52:33",4530
483,3,"2022-07-31 04:00:19",4547
484,1,"2022-11-21 04:38:32",4573
485,1,"2022-11-21 19:59:37",4576
486,3,"2022-11-22 04:21:11",4577
487,1,"2022-09-04 21:52:08",4581
488,2,"2022-09-05 06:59:09",4583
489,5,"2022-11-12 03:02:16",4595
490,2,"2022-11-15 11:20:39",4610
491,2,"2022-11-18 11:42:07",4624
492,1,"2022-11-21 06:39:31",4637
493,5,"2022-11-22 10:45:03",4641
494,3,"2022-09-30 11:58:11",4671
495,1,"2022-09-30 13:31:43",4672
496,5,"2022-09-30 20:02:53",4673
497,2,"2022-11-09 04:39:24",4713
498,3,"2022-11-13 13:40:56",4737
499,1,"2022-11-13 19:26:33",4739
500,2,"2022-11-14 01:23:42",4740
501,2,"2022-11-16 18:15:56",4751
502,1,"2022-07-02 09:16:17",4773
503,1,"2022-07-02 22:43:37",4776
504,1,"2022-07-03 04:15:47",4778
505,2,"2022-10-07 05:03:46",4790
506,3,"2022-10-08 02:05:22",4796
507,2,"2022-09-20 07:19:41",4810
508,1,"2022-03-16 11:28:43",4815
509,2,"2022-06-08 03:55:10",4828
510,2,"2022-12-15 01:59:59",4837
511,1,"2022-12-15 22:10:30",4840
512,3,"2022-12-17 12:33:07",4849
513,1,"2022-12-18 05:59:50",4854
514,2,"2022-12-20 04:28:49",4864
515,1,"2022-11-04 13:15:32",4910
516,5,"2022-11-05 20:24:16",4918
517,3,"2022-09-01 18:24:04",4927
518,1,"2022-09-01 22:00:50",4928
519,5,"2022-11-04 03:03:14",4942
520,2,"2022-10-10 12:17:21",4950
521,1,"2022-10-13 08:52:18",4966
522,1,"2022-10-13 17:35:59",4968
523,2,"2022-10-14 07:08:34",4972
524,2,"2022-10-16 07:23:00",4983
525,1,"2022-10-16 22:05:35",4988
526,1,"2022-10-19 20:57:08",5002
527,1,"2022-10-22 07:13:07",5013
528,1,"2022-06-05 21:45:39",5052
529,1,"2022-06-07 05:30:52",5059
530,1,"2022-06-30 23:39:05",5060
531,3,"2022-07-02 05:43:20",5064
532,1,"2022-07-02 11:56:56",5065
533,2,"2022-09-20 19:13:51",5081
534,1,"2022-08-28 17:10:56",5109
535,2,"2022-12-12 01:54:41",5116
536,1,"2022-12-12 15:32:26",5119
537,1,"2022-12-26 09:20:46",5133
538,2,"2022-12-26 16:38:39",5135
539,1,"2022-12-27 20:06:01",5140
540,2,"2022-12-30 19:27:57",5154
541,2,"2022-11-20 13:00:59",5163
542,3,"2022-11-21 00:07:21",5165
543,1,"2022-09-06 18:54:24",5191
544,5,"2022-09-08 15:23:00",5199
545,2,"2022-09-10 08:17:27",5207
546,1,"2022-09-11 03:54:49",5212
547,1,"2022-09-12 02:37:01",5215
548,1,"2022-07-01 23:56:39",5222
549,2,"2022-02-19 22:17:08",5228
550,1,"2022-12-14 07:43:17",5251
551,1,"2022-12-15 01:10:17",5255
552,1,"2022-10-06 23:42:59",5291
553,1,"2022-04-10 18:30:29",5309
554,1,"2022-06-21 00:58:27",5321
555,1,"2022-06-24 02:30:36",5335
556,5,"2022-07-16 07:52:44",5338
557,1,"2022-07-18 08:58:24",5352
558,1,"2022-10-02 15:32:20",5370
559,1,"2022-10-04 11:21:52",5379
560,1,"2022-12-07 22:34:13",5380
561,5,"2022-10-15 10:44:13",5396
562,2,"2022-10-15 15:17:52",5398
563,2,"2022-10-15 17:52:36",5399
564,1,"2022-10-15 19:51:55",5400
565,2,"2022-11-12 07:06:37",5415
566,3,"2022-11-14 01:25:03",5423
567,1,"2022-11-16 20:34:28",5435
568,2,"2022-11-17 01:23:30",5436
569,1,"2022-11-18 04:26:39",5442
570,2,"2022-11-18 20:49:30",5446
571,2,"2022-11-25 05:04:11",5450
572,1,"2022-11-25 17:38:37",5453
573,1,"2022-07-31 02:12:04",5469
574,2,"2022-08-02 02:34:00",5480
575,1,"2022-08-02 09:11:14",5482
576,5,"2022-08-01 09:17:14",5487
577,5,"2022-08-01 18:21:58",5491
578,3,"2022-08-19 11:13:53",5523
579,3,"2022-10-16 06:12:53",5527
580,1,"2022-07-04 17:34:57",5545
581,3,"2022-07-06 19:16:56",5555
582,2,"2022-07-07 15:00:17",5560
583,3,"2022-02-19 16:10:24",5565
584,1,"2022-09-07 13:18:43",5572
585,1,"2022-09-08 01:32:19",5575
586,1,"2022-11-06 22:29:55",5600
587,1,"2022-11-08 07:55:08",5608
588,3,"2022-11-09 00:11:12",5612
589,1,"2022-11-09 06:35:50",5614
590,2,"2022-11-10 11:31:08",5622
591,2,"2022-11-11 14:46:13",5626
592,3,"2022-11-15 06:07:36",5642
593,3,"2022-11-16 08:13:53",5649
594,1,"2022-11-16 19:57:56",5652
595,2,"2022-11-18 15:11:25",5660
596,1,"2022-11-18 22:00:25",5662
597,5,"2022-11-19 08:18:22",5664
598,2,"2022-11-21 00:56:37",5672
599,1,"2022-11-21 23:53:42",5678
600,2,"2022-11-23 16:35:56",5686
601,3,"2022-11-24 05:26:31",5689
602,4,"2022-11-26 03:55:33",5700
603,1,"2022-11-27 04:43:10",5704
604,3,"2022-10-18 07:06:11",5706
605,1,"2022-08-13 17:43:15",5718
606,4,"2022-08-15 03:12:33",5724
607,1,"2022-01-27 11:02:27",5760
608,3,"2022-06-28 22:54:08",5769
609,1,"2022-12-19 14:17:25",5782
610,1,"2022-12-21 21:53:18",5794
611,2,"2022-12-23 12:47:50",5804
612,1,"2022-12-25 09:40:28",5812
613,1,"2022-08-20 15:43:02",5815
614,1,"2022-08-23 07:23:46",5827
615,1,"2022-08-26 23:14:51",5843
616,1,"2022-08-28 13:41:46",5850
617,3,"2022-08-30 14:07:16",5861
618,2,"2022-08-31 20:16:45",5866
619,1,"2022-08-31 21:50:23",5867
620,2,"2022-09-02 18:14:46",5875
621,1,"2022-09-03 01:38:04",5876
622,3,"2022-11-29 19:57:35",5879
623,2,"2022-11-30 04:09:38",5881
624,1,"2022-11-30 15:10:12",5883
625,3,"2022-12-01 21:17:21",5889
626,2,"2022-12-02 07:43:52",5891
627,1,"2022-12-06 23:25:04",5912
628,2,"2022-12-07 06:21:21",5914
629,1,"2022-07-13 17:32:01",5922
630,1,"2022-06-03 06:42:15",5927
631,2,"2022-06-04 05:52:41",5932
632,1,"2022-06-09 01:51:44",5955
633,2,"2022-06-10 20:38:59",5964
634,3,"2022-06-11 06:51:36",5966
635,2,"2022-06-12 04:38:46",5973
636,1,"2022-06-12 15:30:02",5975
637,2,"2022-06-13 11:12:42",5981
638,3,"2022-06-14 04:51:02",5985
639,2,"2022-06-16 11:53:33",5997
640,1,"2022-11-11 05:53:33",6031
641,3,"2022-07-08 06:17:28",6086
642,1,"2022-07-08 12:06:49",6089
643,1,"2022-07-22 09:36:01",6103
644,1,"2022-07-23 14:37:20",6110
645,1,"2022-03-14 13:22:56",6133
646,3,"2022-03-15 07:54:44",6138
647,2,"2022-06-10 09:34:54",6153
648,2,"2022-06-10 17:46:11",6154
649,1,"2022-06-11 13:38:21",6157
650,2,"2022-07-04 11:45:55",6160
651,1,"2022-07-05 00:25:58",6162
652,1,"2022-10-07 02:33:36",6170
653,1,"2022-10-11 02:32:20",6187
654,1,"2022-10-12 13:09:11",6194
655,1,"2022-10-12 14:41:58",6195
656,2,"2022-07-29 01:37:04",6204
657,2,"2022-08-31 05:00:45",6213
658,1,"2022-09-17 19:56:34",6250
659,1,"2022-09-18 13:11:20",6254
660,1,"2022-09-20 03:48:23",6260
661,2,"2022-09-22 08:16:05",6271
662,2,"2022-09-27 12:14:46",6293
663,1,"2022-09-27 22:35:00",6295
664,4,"2022-09-28 12:55:23",6298
665,3,"2022-09-30 06:17:53",6305
666,5,"2022-11-06 10:56:06",6323
667,2,"2022-06-08 09:20:49",6325
668,1,"2022-06-08 21:52:07",6330
669,3,"2022-06-09 02:34:20",6331
670,1,"2022-06-10 23:48:34",6341
