id,UserId,StartSession,EndSession
174,16,"2022-09-25 22:01:19","2022-09-25 22:16:04"
175,16,"2022-09-26 02:43:44","2022-09-26 02:59:13"
176,16,"2022-09-26 04:06:53","2022-09-26 04:13:46"
177,16,"2022-09-26 10:35:49","2022-09-26 10:45:20"
178,16,"2022-09-26 12:09:11","2022-09-26 12:13:42"
179,16,"2022-09-26 18:01:21","2022-09-26 18:09:59"
180,16,"2022-09-26 22:02:26","2022-09-26 22:18:36"
181,17,"2022-03-12 16:28:50","2022-03-12 16:35:10"
182,17,"2022-03-13 00:39:56","2022-03-13 00:54:31"
183,17,"2022-03-13 04:48:20","2022-03-13 05:00:35"
184,17,"2022-03-13 11:45:08","2022-03-13 11:56:33"
185,17,"2022-03-13 17:56:53","2022-03-13 18:10:11"
186,17,"2022-03-14 01:52:57","2022-03-14 02:00:38"
187,17,"2022-03-14 09:30:17","2022-03-14 09:37:22"
188,17,"2022-03-14 11:03:45","2022-03-14 11:08:54"
189,17,"2022-03-14 19:10:33","2022-03-14 19:20:11"
190,18,"2022-01-15 15:56:56","2022-01-15 16:11:14"
191,18,"2022-01-15 23:09:52","2022-01-15 23:18:44"
192,18,"2022-01-16 04:04:14","2022-01-16 04:12:02"
193,18,"2022-01-16 06:37:05","2022-01-16 06:40:33"
194,19,"2022-06-05 18:28:42","2022-06-05 18:35:55"
195,19,"2022-06-05 21:27:21","2022-06-05 21:41:19"
196,19,"2022-06-06 00:16:46","2022-06-06 00:27:51"
197,19,"2022-06-06 08:38:44","2022-06-06 08:48:19"
198,19,"2022-06-06 10:03:29","2022-06-06 10:14:22"
199,19,"2022-06-06 16:44:00","2022-06-06 16:53:47"
200,19,"2022-06-06 18:03:25","2022-06-06 18:13:55"
201,19,"2022-06-07 01:52:57","2022-06-07 02:06:28"
202,19,"2022-06-07 10:13:09","2022-06-07 10:23:21"
203,19,"2022-06-07 12:42:06","2022-06-07 12:53:18"
204,19,"2022-06-07 19:50:01","2022-06-07 19:59:29"
205,19,"2022-06-07 22:37:17","2022-06-07 22:46:56"
206,19,"2022-06-08 01:59:48","2022-06-08 02:02:35"
207,19,"2022-06-08 06:07:57","2022-06-08 06:22:13"
208,20,"2022-06-16 22:30:56","2022-06-16 22:36:12"
209,20,"2022-06-17 06:51:22","2022-06-17 06:57:42"
210,20,"2022-06-17 10:43:10","2022-06-17 10:48:48"
211,20,"2022-06-17 13:13:54","2022-06-17 13:26:09"
212,20,"2022-06-17 21:45:09","2022-06-17 21:53:39"
213,20,"2022-06-18 03:55:40","2022-06-18 04:03:10"
214,20,"2022-06-18 07:22:27","2022-06-18 07:31:27"
215,20,"2022-06-18 12:02:03","2022-06-18 12:04:43"
216,20,"2022-06-18 20:11:03","2022-06-18 20:23:39"
217,20,"2022-06-18 23:38:41","2022-06-18 23:47:17"
218,20,"2022-06-19 04:47:28","2022-06-19 04:51:16"
219,20,"2022-06-19 10:18:58","2022-06-19 10:26:43"
220,20,"2022-06-19 15:49:44","2022-06-19 15:59:50"
221,20,"2022-06-19 18:55:19","2022-06-19 19:01:51"
222,20,"2022-06-20 00:21:29","2022-06-20 00:28:53"
223,20,"2022-06-20 03:18:28","2022-06-20 03:22:45"
224,21,"2022-09-08 01:01:31","2022-09-08 01:17:18"
225,21,"2022-09-08 05:07:31","2022-09-08 05:22:33"
226,21,"2022-09-08 08:36:43","2022-09-08 08:50:36"
227,21,"2022-09-08 13:09:53","2022-09-08 13:22:41"
228,21,"2022-09-08 18:03:19","2022-09-08 18:11:38"
229,21,"2022-09-08 21:08:43","2022-09-08 21:18:37"
230,21,"2022-09-08 23:08:27","2022-09-08 23:21:22"
231,21,"2022-09-09 05:52:23","2022-09-09 05:58:53"
232,21,"2022-09-09 07:55:32","2022-09-09 08:08:25"
233,22,"2022-07-03 09:35:15","2022-07-03 09:39:22"
234,22,"2022-07-03 17:53:09","2022-07-03 17:58:54"
235,22,"2022-07-04 00:10:32","2022-07-04 00:19:05"
236,22,"2022-07-04 03:13:15","2022-07-04 03:23:34"
237,22,"2022-07-04 05:16:10","2022-07-04 05:22:26"
238,22,"2022-07-04 10:47:28","2022-07-04 10:58:18"
239,22,"2022-07-04 14:03:32","2022-07-04 14:08:03"
240,22,"2022-07-04 18:51:30","2022-07-04 19:01:24"
241,22,"2022-07-04 20:45:48","2022-07-04 21:01:22"
242,22,"2022-07-05 00:41:43","2022-07-05 00:53:13"
243,22,"2022-07-05 04:40:46","2022-07-05 04:44:51"
244,22,"2022-07-05 11:21:17","2022-07-05 11:29:17"
245,22,"2022-07-05 12:44:19","2022-07-05 12:56:04"
246,22,"2022-07-05 15:55:57","2022-07-05 16:07:51"
247,22,"2022-07-05 23:43:45","2022-07-05 23:50:21"
248,22,"2022-07-06 07:34:50","2022-07-06 07:37:14"
249,22,"2022-07-06 14:43:26","2022-07-06 14:55:19"
250,22,"2022-07-06 22:32:21","2022-07-06 22:48:23"
251,22,"2022-07-07 00:47:23","2022-07-07 01:02:56"
252,22,"2022-07-07 08:56:49","2022-07-07 09:06:30"
253,22,"2022-07-07 10:58:29","2022-07-07 11:09:05"
254,22,"2022-07-07 16:31:43","2022-07-07 16:43:25"
255,23,"2022-03-11 03:22:46","2022-03-11 03:31:46"
256,24,"2022-11-15 11:01:35","2022-11-15 11:10:32"
257,25,"2022-02-12 20:29:36","2022-02-12 20:39:02"
258,26,"2022-04-28 20:36:46","2022-04-28 20:43:38"
259,26,"2022-04-29 04:35:46","2022-04-29 04:40:09"
260,26,"2022-04-29 12:05:30","2022-04-29 12:19:51"
261,26,"2022-04-29 19:35:30","2022-04-29 19:46:24"
262,26,"2022-04-30 04:02:50","2022-04-30 04:08:46"
263,26,"2022-04-30 08:17:57","2022-04-30 08:20:58"
264,26,"2022-04-30 10:08:11","2022-04-30 10:18:18"
265,26,"2022-04-30 16:01:16","2022-04-30 16:09:13"
266,26,"2022-05-01 00:08:21","2022-05-01 00:23:04"
267,27,"2022-05-18 02:32:30","2022-05-18 02:38:56"
268,28,"2022-04-03 13:48:27","2022-04-03 14:01:37"
269,28,"2022-04-03 18:32:21","2022-04-03 18:45:54"
270,29,"2022-05-10 15:01:13","2022-05-10 15:07:59"
271,29,"2022-05-10 17:01:55","2022-05-10 17:08:51"
272,29,"2022-05-10 19:19:39","2022-05-10 19:31:05"
273,29,"2022-05-10 21:32:46","2022-05-10 21:41:53"
274,29,"2022-05-11 01:50:57","2022-05-11 02:04:51"
275,30,"2022-06-24 03:45:34","2022-06-24 03:57:22"
276,30,"2022-06-24 07:25:33","2022-06-24 07:34:33"
277,30,"2022-06-24 14:49:02","2022-06-24 14:56:01"
278,30,"2022-06-24 16:42:22","2022-06-24 16:55:38"
279,30,"2022-06-24 20:29:30","2022-06-24 20:32:26"
280,30,"2022-06-24 23:20:00","2022-06-24 23:26:25"
281,30,"2022-06-25 07:01:41","2022-06-25 07:09:30"
282,30,"2022-06-25 08:22:09","2022-06-25 08:28:13"
283,30,"2022-06-25 14:49:09","2022-06-25 15:03:37"
284,30,"2022-06-25 22:40:27","2022-06-25 22:53:40"
285,30,"2022-06-26 01:14:09","2022-06-26 01:17:35"
286,30,"2022-06-26 02:43:17","2022-06-26 02:53:41"
287,30,"2022-06-26 09:55:18","2022-06-26 10:03:40"
288,30,"2022-06-26 11:28:18","2022-06-26 11:42:08"
289,30,"2022-06-26 19:19:51","2022-06-26 19:26:52"
290,30,"2022-06-27 02:11:16","2022-06-27 02:17:09"
291,30,"2022-06-27 05:45:10","2022-06-27 05:51:29"
292,30,"2022-06-27 08:38:07","2022-06-27 08:48:48"
293,30,"2022-06-27 14:36:32","2022-06-27 14:49:46"
294,30,"2022-06-27 21:41:27","2022-06-27 21:49:11"
295,30,"2022-06-27 23:28:13","2022-06-27 23:35:46"
296,30,"2022-06-28 02:32:13","2022-06-28 02:41:15"
297,30,"2022-06-28 08:34:25","2022-06-28 08:45:31"
298,30,"2022-06-28 13:11:13","2022-06-28 13:24:22"
299,30,"2022-06-28 20:05:01","2022-06-28 20:18:48"
300,30,"2022-06-28 23:08:07","2022-06-28 23:15:11"
301,30,"2022-06-29 00:16:25","2022-06-29 00:29:19"
302,30,"2022-06-29 07:07:05","2022-06-29 07:10:18"
303,31,"2022-08-01 15:40:57","2022-08-01 15:49:56"
304,31,"2022-08-01 20:19:41","2022-08-01 20:33:52"
305,31,"2022-08-02 03:12:05","2022-08-02 03:21:46"
306,31,"2022-08-02 07:21:46","2022-08-02 07:35:32"
307,31,"2022-08-02 11:07:36","2022-08-02 11:12:21"
308,31,"2022-08-02 15:31:02","2022-08-02 15:39:46"
309,31,"2022-08-02 18:30:44","2022-08-02 18:43:47"
310,31,"2022-08-02 20:50:13","2022-08-02 21:02:09"
311,31,"2022-08-03 04:15:05","2022-08-03 04:23:17"
312,31,"2022-08-03 07:50:41","2022-08-03 07:59:11"
313,31,"2022-08-03 13:10:30","2022-08-03 13:18:24"
314,31,"2022-08-03 17:54:12","2022-08-03 18:00:14"
315,31,"2022-08-03 20:00:55","2022-08-03 20:10:32"
316,31,"2022-08-03 22:38:57","2022-08-03 22:54:15"
317,31,"2022-08-04 02:53:17","2022-08-04 03:01:24"
318,31,"2022-08-04 04:53:05","2022-08-04 04:58:10"
319,31,"2022-08-04 13:17:03","2022-08-04 13:20:35"
320,31,"2022-08-04 20:21:02","2022-08-04 20:34:55"
321,31,"2022-08-04 21:31:06","2022-08-04 21:39:52"
322,31,"2022-08-04 22:49:19","2022-08-04 22:59:20"
323,31,"2022-08-05 04:09:41","2022-08-05 04:15:11"
324,31,"2022-08-05 07:44:34","2022-08-05 07:50:09"
325,31,"2022-08-05 13:36:04","2022-08-05 13:46:31"
326,31,"2022-08-05 19:33:59","2022-08-05 19:41:38"
327,31,"2022-08-05 21:29:01","2022-08-05 21:40:17"
328,31,"2022-08-06 03:45:31","2022-08-06 04:00:45"
329,31,"2022-08-06 07:05:07","2022-08-06 07:09:32"
330,31,"2022-08-06 12:43:48","2022-08-06 12:49:01"
331,31,"2022-08-06 19:16:01","2022-08-06 19:26:32"
332,31,"2022-08-06 22:58:24","2022-08-06 23:10:49"
333,31,"2022-08-07 03:49:27","2022-08-07 03:55:09"
334,31,"2022-08-07 11:23:01","2022-08-07 11:34:55"
335,31,"2022-08-07 18:29:02","2022-08-07 18:41:15"
336,31,"2022-08-08 01:39:27","2022-08-08 01:46:19"
337,31,"2022-08-08 08:40:15","2022-08-08 08:47:07"
338,31,"2022-08-08 10:26:53","2022-08-08 10:37:28"
339,31,"2022-08-08 18:52:48","2022-08-08 19:03:25"
340,31,"2022-08-09 03:13:46","2022-08-09 03:18:34"
341,31,"2022-08-09 09:55:32","2022-08-09 10:03:32"
342,31,"2022-08-09 11:04:07","2022-08-09 11:15:26"
343,31,"2022-08-09 19:29:41","2022-08-09 19:34:26"
344,31,"2022-08-10 00:04:13","2022-08-10 00:16:17"
345,31,"2022-08-10 01:20:35","2022-08-10 01:30:11"
346,31,"2022-08-10 03:02:53","2022-08-10 03:14:57"
347,31,"2022-08-10 10:30:47","2022-08-10 10:36:52"
348,31,"2022-08-10 18:21:36","2022-08-10 18:34:27"
349,31,"2022-08-11 01:26:24","2022-08-11 01:35:40"
350,31,"2022-08-11 02:45:24","2022-08-11 02:50:55"
351,31,"2022-08-11 05:00:27","2022-08-11 05:03:09"
352,31,"2022-08-11 07:43:59","2022-08-11 07:54:44"
353,31,"2022-08-11 12:53:50","2022-08-11 13:06:54"
354,31,"2022-08-11 14:58:17","2022-08-11 15:08:46"
355,31,"2022-08-11 20:47:12","2022-08-11 20:55:15"
356,31,"2022-08-12 00:03:49","2022-08-12 00:14:38"
357,32,"2022-11-02 17:47:02","2022-11-02 17:53:54"
358,32,"2022-11-02 19:45:24","2022-11-02 19:58:22"
359,32,"2022-11-03 04:15:37","2022-11-03 04:19:54"
360,32,"2022-11-03 08:45:51","2022-11-03 08:54:58"
361,32,"2022-11-03 11:04:25","2022-11-03 11:07:58"
362,32,"2022-11-03 16:02:32","2022-11-03 16:16:56"
363,32,"2022-11-03 21:07:43","2022-11-03 21:19:53"
364,32,"2022-11-04 03:50:02","2022-11-04 04:00:57"
365,32,"2022-11-04 10:41:06","2022-11-04 10:53:02"
366,32,"2022-11-04 16:47:44","2022-11-04 16:59:00"
367,32,"2022-11-04 18:32:13","2022-11-04 18:44:53"
368,32,"2022-11-04 21:15:29","2022-11-04 21:22:01"
369,32,"2022-11-05 02:10:05","2022-11-05 02:20:39"
370,32,"2022-11-05 09:49:24","2022-11-05 09:57:35"
371,32,"2022-11-05 17:56:12","2022-11-05 18:02:40"
372,32,"2022-11-05 21:04:37","2022-11-05 21:15:08"
373,32,"2022-11-06 03:25:45","2022-11-06 03:35:47"
374,32,"2022-11-06 10:16:03","2022-11-06 10:30:48"
375,32,"2022-11-06 12:49:27","2022-11-06 13:01:16"
376,32,"2022-11-06 17:47:01","2022-11-06 18:02:04"
377,32,"2022-11-07 01:50:43","2022-11-07 01:57:34"
378,32,"2022-11-07 03:21:37","2022-11-07 03:30:18"
379,32,"2022-11-07 07:00:55","2022-11-07 07:09:11"
380,32,"2022-11-07 09:32:58","2022-11-07 09:39:05"
381,33,"2022-03-28 11:18:44","2022-03-28 11:29:42"
382,34,"2022-11-04 22:05:57","2022-11-04 22:13:02"
383,34,"2022-11-05 04:13:05","2022-11-05 04:23:23"
384,34,"2022-11-05 08:21:35","2022-11-05 08:31:54"
385,34,"2022-11-05 12:11:11","2022-11-05 12:14:46"
386,34,"2022-11-05 14:21:08","2022-11-05 14:29:21"
387,34,"2022-11-05 20:14:53","2022-11-05 20:27:54"
388,34,"2022-11-05 22:04:25","2022-11-05 22:18:31"
389,34,"2022-11-06 03:29:53","2022-11-06 03:43:10"
390,34,"2022-11-06 08:52:58","2022-11-06 09:05:42"
391,34,"2022-11-06 13:22:29","2022-11-06 13:34:54"
392,34,"2022-11-06 15:04:59","2022-11-06 15:16:57"
393,35,"2022-10-24 04:49:09","2022-10-24 05:03:07"
394,35,"2022-10-24 13:22:38","2022-10-24 13:30:01"
395,35,"2022-10-24 18:16:25","2022-10-24 18:23:05"
396,35,"2022-10-24 20:15:28","2022-10-24 20:25:24"
397,35,"2022-10-24 22:21:24","2022-10-24 22:23:59"
398,35,"2022-10-25 01:23:56","2022-10-25 01:36:04"
399,35,"2022-10-25 08:52:41","2022-10-25 08:57:46"
400,35,"2022-10-25 10:25:20","2022-10-25 10:34:43"
401,35,"2022-10-25 13:07:59","2022-10-25 13:10:50"
402,35,"2022-10-25 19:59:13","2022-10-25 20:06:13"
403,35,"2022-10-25 21:34:10","2022-10-25 21:41:56"
404,35,"2022-10-25 22:54:50","2022-10-25 23:06:41"
405,35,"2022-10-26 05:40:49","2022-10-26 05:55:23"
406,35,"2022-10-26 12:40:39","2022-10-26 12:49:47"
407,35,"2022-10-26 14:43:28","2022-10-26 14:57:47"
408,35,"2022-10-26 17:33:27","2022-10-26 17:41:58"
409,35,"2022-10-26 20:30:51","2022-10-26 20:39:51"
410,35,"2022-10-27 00:53:02","2022-10-27 01:01:26"
411,36,"2022-07-05 18:31:10","2022-07-05 18:43:34"
412,36,"2022-07-06 00:34:41","2022-07-06 00:40:15"
413,36,"2022-07-06 07:49:01","2022-07-06 07:58:57"
414,36,"2022-07-06 11:08:26","2022-07-06 11:13:48"
415,36,"2022-07-06 13:27:43","2022-07-06 13:37:14"
416,36,"2022-07-06 21:09:43","2022-07-06 21:20:26"
417,36,"2022-07-07 03:16:07","2022-07-07 03:22:14"
418,36,"2022-07-07 05:27:24","2022-07-07 05:33:38"
419,36,"2022-07-07 13:43:56","2022-07-07 13:48:41"
420,36,"2022-07-07 19:07:31","2022-07-07 19:18:24"
421,36,"2022-07-08 02:16:54","2022-07-08 02:31:44"
422,36,"2022-07-08 10:32:22","2022-07-08 10:41:33"
423,36,"2022-07-08 16:56:56","2022-07-08 17:05:13"
424,36,"2022-07-08 18:07:32","2022-07-08 18:15:17"
425,36,"2022-07-09 00:42:27","2022-07-09 00:52:28"
426,37,"2022-01-05 02:27:09","2022-01-05 02:35:56"
427,37,"2022-01-05 04:28:19","2022-01-05 04:36:04"
428,37,"2022-01-05 12:12:20","2022-01-05 12:15:59"
429,37,"2022-01-05 13:31:46","2022-01-05 13:35:26"
430,37,"2022-01-05 15:45:34","2022-01-05 15:59:30"
431,37,"2022-01-06 00:12:45","2022-01-06 00:21:16"
432,37,"2022-01-06 04:47:21","2022-01-06 04:56:54"
433,38,"2022-12-10 12:45:59","2022-12-10 12:54:16"
434,38,"2022-12-10 17:03:36","2022-12-10 17:06:36"
435,38,"2022-12-10 22:51:49","2022-12-10 23:04:32"
436,38,"2022-12-10 23:57:43","2022-12-11 00:10:30"
